arxiv_id;title;published;authors;pdf_link;summary;last_updated
http://arxiv.org/abs/2511.02423v1;LLM4PG: Adapting Large Language Model for Pathloss Map Generation via Synesthesia of Machines;2025-11-04T09:54:57Z;Mingran Sun, Lu Bai, Xiang Cheng, Jianjun Wu;https://arxiv.org/pdf/2511.02423v1;In this paper, a novel large language model (LLM)-based pathloss map generation model, termed LLM4PG, is proposed for sixth-generation (6G) AI-native communication systems via Synesthesia of Machines (SoM). To explore the mapping mechanism between sensing images and pathloss maps, a new synthetic intelligent multi-modal sensing-communication dataset, SynthSoM-U2G, is constructed, covering multiple scenarios, frequency bands, and flight altitudes. By adapting the LLM for cross-modal pathloss map ...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.01989v2;A Modular DTaaS Architecture for Predictive Slice Management in 6G Systems;2025-11-03T19:01:40Z;Tuğçe Bilen, Mehmet Özdem;https://arxiv.org/pdf/2511.01989v2;The sixth generation (6G) of wireless networks will require fundamentally new orchestration paradigms to meet stringent requirements for ultra-low latency, high reliability, and pervasive intelligence. Network slicing emerges as a key enabler to support diverse services with customized quality-of-service (QoS) guarantees. However, dynamic and fine-grained slice management poses significant challenges in terms of real-time provisioning, SLA assurance, and cross-layer observability. In this paper,...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.01780v1;On Systematic Performance of 3-D Holographic MIMO: Clarke, Kronecker, and 3GPP Models;2025-11-03T17:36:40Z;Quan Gao, Shuai S. A. Yuan, Zhanwen Wang, Wanchen Yang, Chongwen Huang, Xiaoming Chen, Wei E. I. Sha;https://arxiv.org/pdf/2511.01780v1;Holographic multiple-input multiple-output (MIMO) has emerged as a key enabler for 6G networks, yet conventional planar implementations suffer from spatial correlation and mutual coupling at sub-wavelength spacing, which fundamentally limit the effective degrees of freedom (EDOF) and channel capacity. Three-dimensional (3-D) holographic MIMO offers a pathway to overcome these constraints by exploiting volumetric array configurations that enlarge the effective aperture and unlock additional spati...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.01599v1;Clutter Suppression in Bistatic ISAC with Joint Angle and Doppler Estimation;2025-11-03T14:01:26Z;M. Ertug Pihtili, Julia Equi, Ossi Kaltiokallio, Jukka Talvitie, Elena Simona Lohan, Ertugrul Basar, Mikko Valkama;https://arxiv.org/pdf/2511.01599v1;The coexistence of radar and communications in wireless systems marks a paradigm shift for the sixth-generation (6G) networks. As 6G systems are expected to operate at higher frequencies and employ larger antenna arrays than fifth-generation (5G) systems, they can also enable more accurate sensing capabilities. To this end, the integrated sensing and communication (ISAC) paradigm aims to unify the physical and radio frequency (RF) domains by introducing the sensing functionality into the communi...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.01575v1;Optimizing Movable Antenna Position and Transmissive RIS Phase for Efficient Base Station Design;2025-11-03T13:45:04Z;Marjan Boloori, Chu Li, Aydin Sezgin;https://arxiv.org/pdf/2511.01575v1;Movable antennas (MA) and transmissive reconfigurable intelligent surfaces (TRIS) represent two innovative technologies that significantly enhance the flexibility of wireless communication systems. In this paper, we propose a novel and compact base station architecture that synergistically integrates a movable antenna with a transmissive RIS in the near field, enabling joint optimization of antenna positioning and TRIS phase adjustments. The proposed model compensates for phase quantization loss...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.01343v1;Diffusion-Based Solver for CNF Placement on the Cloud-Continuum;2025-11-03T08:47:58Z;Álvaro Vázquez Rodríguez, Manuel Fernández-Veiga, Carlos Giraldo-Rodríguez;https://arxiv.org/pdf/2511.01343v1;The placement of Cloud-Native Network Functions (CNFs) across the Cloud-Continuum represents a core challenge in the orchestration of current 5G and future 6G networks. The process involves the placement of interdependent computing tasks, structured as Service Function Chains, over distributed cloud infrastructures. This is achieved while satisfying strict resource, bandwidth and latency constraints. It is acknowledged that classical approaches, including mixed-integer nonlinear programming, heu...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.01087v1;SliceVision-F2I: A Synthetic Feature-to-Image Dataset for Visual Pattern Representation on Network Slices;2025-11-02T21:37:38Z;Md. Abid Hasan Rafi, Mst. Fatematuj Johora, Pankaj Bhowmik;https://arxiv.org/pdf/2511.01087v1;The emergence of 5G and 6G networks has established network slicing as a significant part of future service-oriented architectures, demanding refined identification methods supported by robust datasets. The article presents SliceVision-F2I, a dataset of synthetic samples for studying feature visualization in network slicing for next-generation networking systems. The dataset transforms multivariate Key Performance Indicator (KPI) vectors into visual representations through four distinct encoding...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.17533v1;Energy Efficiency in Network Slicing: Survey and Taxonomy;2025-11-02T21:00:20Z;Adnei Willian Donatti, Marcia Cristina Machado, Marvin Alexander Lopez Martinez, Sabino Rogério S. Antunes, Eli Carlos Figueiredo Souza, Sand Correa, Tiago Ferreto, José Augusto Suruagy, Joberto S. B. Martins, Tereza Cristina Carvalho;https://arxiv.org/pdf/2511.17533v1;Network Slicing (NS) is a fundamental feature of 5G, 6G, and future mobile networks, enabling logically isolated virtual networks over shared infrastructure. As data demand increases and services diversify, ensuring Energy Efficiency (EE) in NS is vital (not only for operational cost savings but also to reduce the Information and Communication Technology (ICT) sector's environmental footprint). This survey addresses the need for a comprehensive and holistic perspective on energy-efficient NS by ...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.01070v1;Quantum Reinforcement Learning for 6G and Beyond Wireless Networks;2025-11-02T20:30:39Z;Dinh-Hieu Tran, Thai Duong Nguyen, Thanh-Dao Nguyen, Ngoc-Tan Nguyen, Van Nhan Vo, Hung Tran, Mouhamad Chehaitly, Yan Kyaw Tun, Cedomir Stefanovic, Tu Ho Dac, Eva Lagunas, Symeon Chatzinotas, Nguyen Van Huynh;https://arxiv.org/pdf/2511.01070v1;While 5G is being deployed worldwide, 6G is receiving increasing attention from researchers to meet the growing demand for higher data rates, lower latency, higher density, and seamless communications worldwide. To meet the stringent requirements of 6G wireless communications networks, AI-integrated communications have become an indispensable part of supporting 6G systems with intelligence, automation, and big data training capabilities. However, traditional artificial intelligence (AI) systems ...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.00955v3;Optimizing Energy and Latency in 6G Smart Cities with Edge CyberTwins;2025-11-02T14:32:21Z;Amine Abouaomar, Badr Ben Elallid, Nabil Benamar;https://arxiv.org/pdf/2511.00955v3;The proliferation of IoT devices in smart cities challenges 6G networks with conflicting energy-latency requirements across heterogeneous slices. Existing approaches struggle with the energy-latency trade-off, particularly for massive scale deployments exceeding 50,000 devices km. This paper proposes an edge-aware CyberTwin framework integrating hybrid federated learning for energy-latency co-optimization in 6G network slicing. Our approach combines centralized Artificial Intelligence scheduling...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.00569v1;Advancing Fluid Antenna-Assisted Non-Terrestrial Networks in 6G and Beyond: Fundamentals, State of the Art, and Future Directions;2025-11-01T14:26:08Z;Tianheng Xu, Runke Fan, Jie Zhu, Pei Peng, Xianfu Chen, Qingqing Wu, Ming Jiang, Celimuge Wu, Dusit Niyato, Kai-Kit Wong;https://arxiv.org/pdf/2511.00569v1;With the surging demand for ultra-reliable, low-latency, and ubiquitous connectivity in Sixth-Generation (6G) networks, Non-Terrestrial Networks (NTNs) emerge as a key complement to terrestrial networks by offering flexible access and global coverage. Despite the significant potential, NTNs still face critical challenges, including dynamic propagation environments, energy constraints, and dense interference. As a key 6G technology, Fluid Antennas (FAs) can reshape wireless channels by reconfigur...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.00291v1;Learning a Network Digital Twin as a Hybrid System;2025-10-31T22:18:06Z;Christos Mavridis, Fernando S. Barbosa, Hamed Farhadi, Karl H. Johansson;https://arxiv.org/pdf/2511.00291v1;Network digital twin (NDT) models are virtual models that replicate the behavior of physical communication networks and are considered a key technology component to enable novel features and capabilities in future 6G networks. In this work, we focus on NDTs that model the communication quality properties of a multi-cell, dynamically changing wireless network over a workspace populated with multiple moving users. We propose an NDT modeled as a hybrid system, where each mode corresponds to a diffe...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.27349v1;Cross-Band Channel Impulse Response Prediction: Leveraging 3.5 GHz Channels for Upper Mid-Band;2025-10-31T10:33:55Z;Fan-Hao Lin, Chi-Jui Sung, Chu-Hsiang Huang, Hui Chen, Chao-Kai Wen, Henk Wymeersch;https://arxiv.org/pdf/2510.27349v1;Accurate cross-band channel prediction is essential for 6G networks, particularly in the upper mid-band (FR3, 7--24 GHz), where penetration loss and blockage are severe. Although ray tracing (RT) provides high-fidelity modeling, it remains computationally intensive, and high-frequency data acquisition is costly. To address these challenges, we propose CIR-UNext, a deep learning framework designed to predict 7 GHz channel impulse responses (CIRs) by leveraging abundant 3.5 GHz CIRs. The framework...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.27121v1;Study of Cluster-Based Routing Based on Machine Learning for UAV Networks in 6G;2025-10-31T02:47:09Z;Luis Antonio L. F. da Costa, Rodrigo C. de Lamare, Rafael Kunst, Edison Pignaton de Freitas;https://arxiv.org/pdf/2510.27121v1;The sixth generation (6G) wireless networks are envisioned to deliver ultra-low latency, massive connectivity, and high data rates, enabling advanced applications such as autonomous {unmaned aerial vehicles (UAV)} swarms and aerial edge computing. However, realizing this vision in Flying Ad Hoc Networks (FANETs) requires intelligent and adaptive clustering mechanisms to ensure efficient routing and resource utilization. This paper proposes a novel machine learning-driven framework for dynamic cl...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.26135v1;Green Wireless Network Scaling for Joint Deployment: Multi-BSs or Multi-RISs?;2025-10-30T04:47:25Z;Tao Yu, Simin Wang, Shunqing Zhang, Mingyao Cui, Kaibin Huang, Wen Chen, QingQing Wu, Jihong Li, Kaixuan Huang;https://arxiv.org/pdf/2510.26135v1;The imminent emergence of sixth-generation (6G) networks faces critical challenges from spatially heterogeneous traffic and escalating energy consumption, necessitating sustainable scaling strategies for network infrastructure such as base stations (BSs) and reconfigurable intelligent surfaces (RISs). This paper establishes fundamental scaling laws for the Integrated Relative Energy Efficiency (IREE) metric under joint multi-BS and multi-RIS deployment in traffic-mismatched scenarios. Specifical...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.25496v1;Dynamic Beamforming and Power Allocation in ISAC via Deep Reinforcement Learning;2025-10-29T13:19:53Z;Duc Nguyen Dao, André B. J. Kokkeler, Haibin Zhang, Yang Miao;https://arxiv.org/pdf/2510.25496v1;Integrated Sensing and Communication (ISAC) is a key enabler in 6G networks, where sensing and communication capabilities are designed to complement and enhance each other. One of the main challenges in ISAC lies in resource allocation, which becomes computationally demanding in dynamic environments requiring real-time adaptation. In this paper, we propose a Deep Reinforcement Learning (DRL)-based approach for dynamic beamforming and power allocation in ISAC systems. The DRL agent interacts with...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.25433v1;Learning-Based Blockage-Resilient Beam Training in Near-Field Terahertz Communications;2025-10-29T11:56:44Z;Caihao Weng, Yuqing Guo, Bowen Zhao, Ying Wang, Wen Chen, Zhendong Li;https://arxiv.org/pdf/2510.25433v1;Terahertz (THz) band is considered a promising candidate to meet the high-throughput requirement for future sixth-generation (6G) wireless communications due to its ultrawide bandwidth. However, due to the high penetration loss at high-frequencies, blockage becomes a serious problem in THz communications, especially in near-field indoor communications with numerous obstacles. To address this issue, this paper investigates blockage-resilient near-field beam training based on self-accelerating Air...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.25411v1;Quantum-Resilient Threat Modelling for Secure RIS-Assisted ISAC in 6G UAV Corridors;2025-10-29T11:28:42Z;Sana Hafeez, Ghulam E Mustafa Abro, Hifza Mustafa;https://arxiv.org/pdf/2510.25411v1;The rapid deployment of unmanned aerial vehicle (UAV) corridors in sixth-generation (6G) networks requires safe, intelligence-driven integrated sensing and communications (ISAC). Reconfigurable intelligent surfaces (RIS) enhance spectrum efficiency, localisation accuracy, and situational awareness, while introducing new vulnerabilities. The rise of quantum computing increases the risks associated with harvest-now-decrypt-later strategies and quantum-enhanced spoofing. We propose a Quantum-Resili...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.25393v1;Model-Free Robust Beamforming in Satellite Downlink using Reinforcement Learning;2025-10-29T11:12:38Z;Alea Schröder, Steffen Gracla, Carsten Bockelmann, Dirk Wübben, Armin Dekorsy;https://arxiv.org/pdf/2510.25393v1;Satellite-based communications are expected to be a substantial future market in 6G networks. As satellite constellations grow denser and transmission resources remain limited, frequency reuse plays an increasingly important role in managing inter-user interference. In the multi-user downlink, precoding enables the reuse of frequencies across spatially separated users, greatly improving spectral efficiency. The analytical calculation of suitable precodings for perfect channel information is well...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.25246v2;Cramér-Rao Bound Optimization for Fluid Antenna-Empowered Integrated Sensing and Uplink Communication System;2025-10-29T07:52:26Z;Yuan Guo, Wen Chen, Qingqing Wu, Yang Liu, Qiong Wu;https://arxiv.org/pdf/2510.25246v2;Integrated sensing and communication (ISAC) is a promising solution for the future sixth-generation (6G) system. However, classical fixed-position antenna (FPA) ISAC systems fail to fully utilize spatial degrees of freedom (DoFs), resulting in limited gains for both radar sensing and communication functionalities. This challenge can be addressed by the emerging novel fluid antenna (FA) technology, which can pursue better channel conditions and improve sensing and communication performances. In t...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.24569v1;Advanced Closed-Loop Method with Limited Feedback for ISAC;2025-10-28T16:01:02Z;Ashkan Jafari Fesharaki, Yasser Mestrah, Yi Ma, Rahim Tafazolli, Ibrahim Hemadeh, Mohammad Heggo, Arman Shojaeifard, Javier Lorca Hernando, Alain Mourad;https://arxiv.org/pdf/2510.24569v1;6G wireless networks are poised to seamlessly integrate communication, computing, localization, and sensing functionalities, ensuring high reliability and trustworthiness. This paper introduces Smart Sensing Feedback (SSF), a limited-feedback framework designed to enhance sensing capabilities while maintaining communication performance. SSF adapts the concept of retransmission from communication to sensing. Specifically, we focus on downlink (DL) bistatic sensing, where the User Equipment (UE) p...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.24495v1;Diffusion Models for Wireless Transceivers: From Pilot-Efficient Channel Estimation to AI-Native 6G Receivers;2025-10-28T15:10:11Z;Yuzhi Yang, Sen Yan, Weijie Zhou, Brahim Mefgouda, Ridong Li, Zhaoyang Zhang, Mérouane Debbah;https://arxiv.org/pdf/2510.24495v1;With the development of artificial intelligence (AI) techniques, implementing AI-based techniques to improve wireless transceivers becomes an emerging research topic. Within this context, AI-based channel characterization and estimation become the focus since these methods have not been solved by traditional methods very well and have become the bottleneck of transceiver efficiency in large-scale orthogonal frequency division multiplexing (OFDM) systems. Specifically, by formulating channel esti...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.24480v1;Joint Active and Passive Beamforming with Sensing-Assisted Discrete Phase Shifts for Dual-RIS ISAC Systems;2025-10-28T14:52:06Z;Qing Xue, Yun Lan, Jiajia Guo, Qianbin Chen, Shaodan Ma;https://arxiv.org/pdf/2510.24480v1;Targeting the requirements of 6G, this paper investigates a semi-passive dual-reconfigurable intelligent surface (RIS)-assisted integrated sensing and communication (ISAC) system, tackling the max-min user signal-to-interference-plus-noise ratio (SINR) problem via joint active and passive beamforming to enhance system performance and ensure user fairness. Addressing this challenge, we first utilize dual RISs for user angle estimation to simplify the solution process of the formulated problem, an...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.24246v1;Precoding-free Hierarchical Rate-Splitting Multiple Access via Stacked Intelligent Metasurface;2025-10-28T09:57:39Z;Hiroaki Hashida, Boya Di;https://arxiv.org/pdf/2510.24246v1;Interference management is a central bottleneck in dense multi-antenna wireless networks. Therefore, in this study, we present a digital precoding-free hierarchical rate-splitting multiple access (HRSMA) architecture assisted by a stacked intelligent metasurface (SIM) to achieve high spectral efficiency and user fairness with reduced hardware complexity. In the proposed system, the base station performs only scalar power allocation, while a multi-layer SIM acts as a wave-domain processor that sp...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.23908v1;Machine Learning-Driven User Localization in RIS-Assisted Wireless Systems;2025-10-27T22:32:13Z;M. T. Hassan, D. Zelenchuk, M. A. B. Abbasi;https://arxiv.org/pdf/2510.23908v1;The sixth generation (6G) targets ultra reliable, low latency (URLLC) gigabit connectivity in mmWave bands, where directional channels require precise beam alignment. Reconfigurable intelligent surfaces (RIS) reshape wave propagation and extend coverage, but they enlarge the beam search space at the base station, making exhaustive sweeps inefficient due to control overhead and latency. We propose an ML based user localization framework for RIS assisted communication at 27 GHz. A 20x20 RIS reflec...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.23832v1;Communication in a Fractional World: MIMO MC-OTFS Precoder Prediction;2025-10-27T20:18:12Z;Evan Allen, Karim Said, Robert Calderbank, Lingjia Liu;https://arxiv.org/pdf/2510.23832v1;As 6G technologies advance, international bodies and regulatory agencies are intensifying efforts to extend seamless connectivity especially for high-mobility scenarios such as Mobile Ad-Hoc Networks (\textit{MANETs}) types such as Vehicular Ad-Hoc Networks (\textit{VANETs}) and Flying Ad-Hoc Networks (\textit{FANETs}). For these environments to be considered for long term adoption and use they must support Multiple-Input-Multiple- (MIMO) technology, rapidly fluctuating channel conditions in the...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.23465v1;Trajectory-Aware Air-to-Ground Channel Characterization for Low-Altitude UAVs Using MaMIMO Measurements;2025-10-27T16:03:40Z;Abdul Saboor, Zhuangzhuang Cui, Achiel Colpaert, Evgenii Vinogradov, Wout Joseph, Sofie Pollin;https://arxiv.org/pdf/2510.23465v1;This paper presents a comprehensive measurement-based trajectory-aware characterization of low-altitude Air-to-Ground (A2G) channels in a suburban environment. A 64-element Massive Multi-Input Multi-Output (MaMIMO) array was used to capture channels for three trajectories of an Uncrewed Aerial Vehicle (UAV), including two horizontal zig-zag flights at fixed altitudes and one vertical ascent, chosen to emulate AUE operations and to induce controlled azimuth and elevation sweeps for analyzing geom...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.23147v1;HAPS-ISAC for 6G: Architecture, Design Trade-offs, and a Practical Roadmap;2025-10-27T09:24:30Z;Parisa Kanani, Mohammad Javad Omidi, Mahmoud Modarres-Hashemi, Halim Yanikomeroglu;https://arxiv.org/pdf/2510.23147v1;To meet the ambitious goals of next-generation 6G networks, including ultra-high data rates and ubiquitous coverage, we propose a novel high-altitude platform station (HAPS)-based integrated sensing and communication (ISAC) architecture. Operating in the stratosphere, the HAPS functions as both a powerful communication hub and an advanced environmental sensor. Combined with a fleet of cooperative uncrewed aerial vehicles (UAVs), this dual-purpose system forms a scalable and intelligent 3D networ...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.22557v1;Large-Model AI for Near Field Beam Prediction: A CNN-GPT2 Framework for 6G XL-MIMO;2025-10-26T07:24:21Z;Wang Liu, Cunhua Pan, Hong Ren, Wei Zhang, Cheng-Xiang Wang, Jiangzhou Wang;https://arxiv.org/pdf/2510.22557v1;The emergence of extremely large-scale antenna arrays (ELAA) in millimeter-wave (mmWave) communications, particularly in high-mobility scenarios, highlights the importance of near-field beam prediction. Unlike the conventional far-field assumption, near-field beam prediction requires codebooks that jointly sample the angular and distance domains, which leads to a dramatic increase in pilot overhead. Moreover, unlike the far-field case where the optimal beam evolution is temporally smooth, the op...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.22549v1;All-photonic W-band terahertz receiver based on THz-to-optical carrier conversion with soliton microcomb dual carriers for high-speed OOK wireless transmission;2025-10-26T06:21:16Z;Yudai Matsumura, Hiroki Kishikawa, Naoya Kuse, Yasuhiro Okamura Eiji Hase, Jun-ichi Fujikata, Masanobu Haraguchi, Takahiro Kaji, Akira Otomo, Isao Morohashi, Tomohiro Tetsumoto, Shintaro Hisatake, Atsushi Kanno, Yu Tokizane, Takeshi Yasui;https://arxiv.org/pdf/2510.22549v1;We demonstrate an all-photonic terahertz receiver for a data-modulated signal, targeting a 106-GHz, 2.97-Gb/s OOK link. The scheme employs dual-wavelength optical carriers referenced to a soliton microcomb and performs THz-to-optical carrier conversion via nonpolarimetric electro-optic downconversion using an electro-optic polymer modulator. RF spectra and eye diagrams confirmed error-free transmission with a Q-factor of 5.78 and a bit-error rate of 3.73 x 10^-9, well below the hard-decision for...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.22247v1;Space-Air-Ground Integrated Networks for 6G Mobile Communications;2025-10-25T10:48:51Z;Tianming Lan;https://arxiv.org/pdf/2510.22247v1;After the industrialization of 5G cellular communications, 6G has increasingly become a research hotspot in the academia. Space-Air-Ground Integrated Network (SAGIN) is a key supporting technology for 6G because of its advantages such as high-speed transmission and expanded coverage. This paper summarizes the motivation to develop the SAGIN-assisted 6G first and introduces the current situation of SAGIN. We then try to discuss the design concept of the SAGIN-assisted 6G, and list the problem and...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.21238v1;Physics-Informed Neural Networks for MIMO Beam Map and Environment Reconstruction;2025-10-24T08:17:14Z;Wangqian Chen, Junting Chen, Shuguang Cui;https://arxiv.org/pdf/2510.21238v1;As communication networks evolve towards greater complexity (e.g., 6G and beyond), a deep understanding of the wireless environment becomes increasingly crucial. When explicit knowledge of the environment is unavailable, geometry-aware feature extraction from channel state information (CSI) emerges as a pivotal methodology to bridge physical-layer measurements with network intelligence. This paper proposes to explore the received signal strength (RSS) data, without explicit 3D environment knowle...;2026-01-10 17:59:49
http://arxiv.org/abs/2511.17526v1;RadioMapMotion: A Dataset and Baseline for Proactive Spatio-Temporal Radio Environment Prediction;2025-10-24T03:25:25Z;Honggang Jia, Nan Cheng, Xiucheng Wang;https://arxiv.org/pdf/2511.17526v1;Radio maps (RMs), which provide location-based pathloss estimations, are fundamental to enabling proactive, environment-aware communication in 6G networks. However, existing deep learning-based methods for RM construction often model dynamic environments as a series of independent static snapshots, thereby omitting the temporal continuity inherent in signal propagation changes caused by the motion of dynamic entities. To address this limitation, we propose the task of spatio-temporal RM predicti...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.20796v3;AI-Enabled Digital Twins for Next-Generation Networks: Forecasting Traffic and Resource Management in 5G/6G;2025-10-23T17:56:35Z;John Sengendo, Fabrizio Granelli;https://arxiv.org/pdf/2510.20796v3;As 5G and future 6G mobile networks become increasingly more sophisticated, the requirements for agility, scalability, resilience, and precision in real-time service provisioning cannot be met using traditional and heuristic-based resource management techniques, just like any advancing technology. With the aim of overcoming such limitations, network operators are foreseeing Digital Twins (DTs) as key enablers, which are designed as dynamic and virtual replicas of network infrastructure, allowing...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.20637v1;Large Multimodal Models-Empowered Task-Oriented Autonomous Communications: Design Methodology and Implementation Challenges;2025-10-23T15:08:58Z;Hyun Jong Yang, Hyunsoo Kim, Hyeonho Noh, Seungnyun Kim, Byonghyo Shim;https://arxiv.org/pdf/2510.20637v1;Large language models (LLMs) and large multimodal models (LMMs) have achieved unprecedented breakthrough, showcasing remarkable capabilities in natural language understanding, generation, and complex reasoning. This transformative potential has positioned them as key enablers for 6G autonomous communications among machines, vehicles, and humanoids. In this article, we provide an overview of task-oriented autonomous communications with LLMs/LMMs, focusing on multimodal sensing integration, adapti...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.20572v1;Stacked Intelligent Metasurfaces for 6G Wireless Networks: Principles, Applications, and Research Directions;2025-10-23T13:58:27Z;Enyu Shi, Jiayi Zhang, Zhilong Liu, Ziheng Liu, Arumugam Nallanathan, Merouane Debbah, Shi Jin, Bo Ai;https://arxiv.org/pdf/2510.20572v1;The sixth-generation (6G) wireless networks are expected to deliver ubiquitous connectivity, resilient coverage, and intelligence-driven services in highly dynamic environments. To achieve these goals, distributed wireless architectures such as cell-free massive multiple-input multiple-output (MIMO) have attracted significant attention due to their scalability and fairness. Recently, stacked intelligent metasurfaces (SIMs) have emerged as a promising evolution of reconfigurable intelligent surfa...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.20265v1;A Survey of OTFS-Based Index Modulation Techniques: Challenges, Benefits, and Future Directions for 6G and Beyond;2025-10-23T06:37:14Z;Burak Ahmet Ozden, Erdogan Aydin, Emir Aslandogan, Haci Ilhan, Ertugrul Basar, Miaowen Wen, Marco Di Renzo, Vincent Poor;https://arxiv.org/pdf/2510.20265v1;Orthogonal time frequency space (OTFS) is a two-dimensional modulation technique that uses the delay-Doppler (DD) domain and is a candidate for providing robust, high-capacity wireless communications for envisioned 6G and beyond networks. The OTFS technique maps data to the DD domain instead of the traditional time-frequency domain, enabling it to fully utilize channel diversity and transform fast time-varying channels into nearly static channels. Index modulation (IM) is a communication paradig...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.20215v1;NOMA for Visible Light Communications: Recent Advances and Future Directions;2025-10-23T05:03:26Z;Xuesong Wang;https://arxiv.org/pdf/2510.20215v1;Rapidly increasing demand for high speed data is pushing 6G wireless networks to support larger link scales, lower latency, and higher spectral efficiency. Visible light communications (VLC) is a strong complement to radio frequency (RF) systems within 6G. The latest ITU G.9991 and IEEE 802.11bb standards are adapted from cable and RF wireless technologies for use in VLC, so they do not fully exploit the optical nature of light links. VLC links are often asymmetric between uplink and downlink, w...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.20146v1;Deep Learning Based Joint Space-Time-Frequency Domain Channel Prediction for Cell-Free Massive MIMO Systems;2025-10-23T02:46:00Z;Yongning Qi, Tao Zhou, Zuowei Xiang, Liu Liu, Bo Ai;https://arxiv.org/pdf/2510.20146v1;The cell-free massive multi-input multi-output (CF-mMIMO) is a promising technology for the six generation (6G) communication systems. Channel prediction will play an important role in obtaining the accurate CSI to improve the performance of CF-mMIMO systems. This paper studies a deep learning (DL) based joint space-time-frequency domain channel prediction for CF-mMIMO. Firstly, the prediction problems are formulated, which can output the multi-step prediction results in parallel without error p...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.19973v2;A Tutorial on Cognitive Biases in Agentic AI-Driven 6G Autonomous Networks;2025-10-22T19:05:04Z;Hatim Chergui, Farhad Rezazadeh, Merouane Debbah, Christos Verikoukis;https://arxiv.org/pdf/2510.19973v2;The path to higher network autonomy in 6G lies beyond the mere optimization of key performance indicators (KPIs). While KPIs have enabled automation gains under TM Forum Levels 1--3, they remain numerical abstractions that act only as proxies for the real essence of communication networks: seamless connectivity, fairness, adaptability, and resilience. True autonomy requires perceiving and reasoning over the network environment as it is. Such progress can be achieved through \emph{agentic AI}, wh...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.19731v1;Bridging Earth and Space: A Survey on HAPS for Non-Terrestrial Networks;2025-10-22T16:22:31Z;G. Svistunov, A. Akhtarshenas, D. López-Pérez, M. Giordani, G. Geraci, H. Yanikomeroglu;https://arxiv.org/pdf/2510.19731v1;HAPS are emerging as key enablers in the evolution of 6G wireless networks, bridging terrestrial and non-terrestrial infrastructures. Operating in the stratosphere, HAPS can provide wide-area coverage, low-latency, energy-efficient broadband communications with flexible deployment options for diverse applications. This survey delivers a comprehensive overview of HAPS use cases, technologies, and integration strategies within the 6G ecosystem. The roles of HAPS in extending connectivity to unders...;2026-01-10 17:59:49
http://arxiv.org/abs/2510.19402v1;A Novel Delay-Doppler Domain Channel Sounding Method for 6G High-Mobility Scenarios;2025-10-22T09:21:56Z;Kaifeng Bao, Tao Zhou, Chaoyi Li, Liu Liu, Bo Ai;https://arxiv.org/pdf/2510.19402v1;Channel measurements are the prerequisite for applying emerging transmission technologies and designing communication systems. In sixth-generation (6G) system, conventional time or frequency domain channel sounding methods cannot directly obtain Doppler information induced by high-mobility scenarios. The channel spreading function (CSF) simultaneously captures delay and Doppler information, while naturally characterizing the propagation environment in the delay-Doppler (DD) domain. However, DD d...;2026-01-10 17:59:49
